name,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,rock_era
Who Can It Be Now?,Men At Work,1981,0.13,0.69,0.82,0.04,0.83,0,0.36,0.07,0.83,0.07,0.59,4,0.96,Old Rock
You're Crazy,Guns N' Roses,1987,0.13,0.63,0.42,0.01,0.98,0.02,0.73,0.43,0.74,0.2,0.56,4,0.26,Sweet Rock
World Turning,Fleetwood Mac,1975,0.18,0.69,0.68,0.17,0.38,0.01,0.18,0.05,0.39,0.06,0.53,4,0.83,Old Rock
Supernova,Liz Phair,1994,0.11,0.5,0.52,0,0.76,0.73,0.82,0.32,0.64,0.07,0.6,4,0.71,Sweet Rock
Too Drunk to Fuck,Dead Kennedys,1987,0.11,0.64,0.45,0,0.97,0,0.36,0.41,0.8,0.09,0.47,4,0.59,Sweet Rock
Another Nail In My Heart,Squeeze,1980,0.12,0.49,0.56,0.11,0.6,0,0.36,0.13,0.53,0.06,0.69,4,0.84,Old Rock
Mother Sky (from Deep End),CAN,1994,0.27,0.37,0.46,0,0.67,0.1,0.18,0.11,0.7,0.08,0.66,4,0.41,Sweet Rock
Renegade,Daughtry,2011,0.14,0.54,0.54,0,0.96,0,0.64,0.03,0.85,0.1,0.72,4,0.48,Modern Rock
Jeepster,T. Rex,1971,0.17,0.57,0.4,0.02,0.86,0.01,0.82,0.05,0.77,0.18,0.89,4,0.92,Old Rock
Wishing Well,Terence Trent D'Arby,1987,0.14,0.7,0.87,0.1,0.46,0,0.91,0.19,0.57,0.1,0.48,4,0.84,Sweet Rock
You Got That Right,Lynyrd Skynyrd,1977,0.15,0.52,0.54,0.02,0.7,0.05,0,0.2,0.63,0.06,0.67,4,0.96,Old Rock
I'm The Only One,Melissa Etheridge,1993,0.2,0.71,0.62,0.05,0.47,0,0,0.05,0.67,0.06,0.39,4,0.65,Sweet Rock
Poison Arrow,ABC,1982,0.14,0.63,0.75,0.18,0.88,0.01,1,0.11,0.78,0.15,0.58,4,0.81,Sweet Rock
Bottom of a Bottle,Smile Empty Soul,2016,0.15,0.73,0.54,0,0.85,0,0.55,0.07,0.79,0.07,0.49,4,0.46,Modern Rock
Scooby Snacks,Fun Lovin' Criminals,1996,0.12,0.67,0.77,0.01,0.58,0.03,0.18,0.06,0.72,0.06,0.48,4,0.3,Sweet Rock
Complicated,Avril Lavigne,2002,0.16,0.93,0.59,0.06,0.78,0,0.45,0.29,0.77,0.08,0.36,4,0.43,Modern Rock
Hot In The City,Billy Idol,1982,0.15,0.64,0.67,0,0.9,0,0.45,0.11,0.78,0.05,0.51,4,0.68,Sweet Rock
If You Wanna Get To Heaven,The Ozark Mountain Daredevils,1973,0.12,0.6,0.78,0.6,0.59,0,0,0.06,0.58,0.07,0.57,4,0.82,Old Rock
Everyday Is A Winding Road,Sheryl Crow,1996,0.17,0.61,0.61,0.04,0.67,0,0.55,0.21,0.71,0.07,0.52,4,0.74,Sweet Rock
Rock And Roll Never Forgets,Bob Seger,1976,0.16,0.6,0.53,0.18,0.9,0,0.36,0.13,0.82,0.12,0.67,4,0.75,Old Rock
Poem,Taproot,2002,0.12,0.69,0.37,0,0.91,0,0.64,0.07,0.86,0.19,0.48,4,0.67,Modern Rock
Somebody's Crying,Chris Isaak,1995,0.11,0.52,0.55,0.23,0.58,0.02,0.45,0.26,0.71,0.05,0.52,4,0.73,Sweet Rock
The Clairvoyant - 2015 Remaster,Iron Maiden,1988,0.18,0.39,0.38,0.06,0.95,0,0.64,0.16,0.84,0.19,0.47,4,0.47,Sweet Rock
You See Me Crying,Aerosmith,1975,0.21,0.45,0.3,0.13,0.48,0.02,0,0.19,0.67,0.05,0.39,4,0.22,Old Rock
I Should Have Known Better - Rerecorded,Jim Diamond,1993,0.17,0.62,0.49,0.16,0.33,0,0.45,0.09,0.56,0.05,0.36,4,0.18,Sweet Rock
Arthur's Theme (Best That You Can Do),Various Artists,1981,0.16,0.82,0.53,0.17,0.51,0,0.82,0.17,0.62,0.07,0.63,4,0.52,Old Rock
Radio Song,R.E.M.,1991,0.17,0.56,0.61,0.06,0.95,0.07,0.73,0.34,0.79,0.12,0.52,4,0.58,Sweet Rock
The Power of Love,Jennifer Rush,1995,0.18,0.75,0.53,0.45,0.65,0,0.73,0.09,0.74,0.07,0.64,4,0.13,Sweet Rock
2000 Man,Various Artists,2010,0.21,0.01,0.33,0,0.85,0,0.09,0.12,0.82,0.12,0.6,4,0.58,Modern Rock
Waiting for a Girl like You,Foreigner,1981,0.2,0.83,0.33,0.31,0.47,0,0.91,0.03,0.68,0.06,0.92,4,0.44,Old Rock
21st Century (Digital Boy),Bad Religion,1990,0.11,0.7,0.45,0,0.98,0,0.45,0.31,0.84,0.1,0.61,4,0.64,Sweet Rock
Heaven Is a Place on Earth,Belinda Carlisle,2013,0.16,0.83,0.65,0.02,0.85,0,0.09,0.04,0.71,0.06,0.56,4,0.8,Modern Rock
I Knew I Loved You,Savage Garden,1999,0.17,0.83,0.62,0.32,0.5,0,0.82,0.08,0.66,0.05,0.39,4,0.75,Sweet Rock
Alternative Ulster,Stiff Little Fingers,1979,0.11,0.63,0.44,0.01,0.97,0,1,0.25,0.78,0.32,0.54,4,0.24,Old Rock
Backstage Queen - Live / 2015 Remaster,Scorpions,1978,0.15,0.26,0.33,0,0.94,0.1,0.09,0.61,0.82,0.22,0.64,4,0.44,Old Rock
Until The End,Breaking Benjamin,2006,0.17,0.68,0.3,0,0.93,0,0.91,0.29,0.82,0.18,0.61,4,0.39,Modern Rock
Where'd You Go,The Mighty Mighty Bosstones,1992,0.14,0.56,0.67,0.07,0.69,0.01,0.18,0.06,0.62,0.07,0.63,4,0.98,Sweet Rock
Neat Neat Neat,The Damned,1977,0.11,0.62,0.44,0,0.87,0,0.09,0.07,0.71,0.11,0.41,4,0.59,Old Rock
I'll Be There For You,Bon Jovi,1988,0.23,0.81,0.44,0.05,0.73,0,0.18,0.09,0.79,0.05,0.34,4,0.24,Sweet Rock
Babylon's Burning,The Ruts,1979,0.1,0.49,0.34,0.02,0.93,0,0.82,0.18,0.7,0.12,0.77,4,0.58,Old Rock
Chelsea Dagger,The Fratellis,2007,0.14,0.7,0.52,0.05,0.82,0,0.64,0.07,0.85,0.26,0.71,4,0.56,Modern Rock
Love Walks In,Van Halen,1986,0.21,0.71,0.2,0.26,0.43,0,0.82,0.11,0.53,0.05,0.38,4,0.37,Sweet Rock
Teenage Warning,Angelic Upstarts,1979,0.12,0.23,0.19,0.01,0.96,0,0.64,0.1,0.82,0.27,0.8,4,0.3,Old Rock
Fa Fa,Guster,1999,0.19,0.42,0.68,0.26,0.79,0,1,0.03,0.73,0.05,0.53,4,0.76,Sweet Rock
Out Ta Get Me,Guns N' Roses,1987,0.18,0.6,0.4,0.03,0.99,0.15,1,0.35,0.8,0.2,0.65,4,0.37,Sweet Rock
(Get A) Grip [on Yourself] - 1996 Remaster,The Stranglers,1977,0.16,0.48,0.53,0,0.86,0.11,0.64,0.1,0.68,0.08,0.65,4,0.78,Old Rock
You Wouldn't Know,HELLYEAH,2007,0.17,0.58,0.41,0,0.92,0.01,0.73,0.11,0.85,0.09,0.68,4,0.12,Modern Rock
Today,Jefferson Airplane,1967,0.12,0.71,0.52,0.7,0.31,0,0.18,0.12,0.55,0.05,0.41,4,0.29,Old Rock
I Heard It Through The Grapevine,The Slits,1979,0.16,0.62,0.72,0,0.67,0.54,1,0.06,0.71,0.36,0.6,4,0.89,Old Rock
Parisienne Walkways,Gary Moore,1978,0.13,0.46,0.37,0.66,0.15,0.07,0.82,0.12,0.42,0.05,0.4,4,0.24,Old Rock
Expresso Love,Dire Straits,1980,0.21,0.62,0.61,0.47,0.87,0.03,0.18,0.06,0.7,0.06,0.64,4,0.87,Old Rock
Rock Your Body,Justin Timberlake,2002,0.18,0.86,0.9,0.2,0.71,0,0.36,0.04,0.77,0.25,0.46,4,0.83,Modern Rock
My Own Summer (Shove It),Deftones,1997,0.14,0.81,0.45,0,0.78,0.21,0.09,0.16,0.82,0.07,0.33,4,0.38,Sweet Rock
Come Undone,Robbie Williams,2002,0.19,0.67,0.38,0.04,0.57,0,1,0.35,0.79,0.05,0.77,4,0.26,Modern Rock
Dog Eat Dog,AC/DC,1977,0.14,0.67,0.6,0.03,0.79,0.25,0.91,0.45,0.78,0.14,0.63,4,0.4,Old Rock
Lonely No More,Rob Thomas,2005,0.15,0.67,0.56,0.03,0.9,0,0.82,0.08,0.85,0.2,0.79,4,0.87,Modern Rock
Lazy Sunday (Mono Version) (2018 Remaster),Small Faces,2018,0.12,0.49,0.58,0.1,0.64,0,0.18,0.69,0.71,0.1,0.62,4,0.32,Modern Rock
Four to the Floor,Starsailor,2003,0.15,0.57,0.54,0.03,0.78,0,0.09,0.06,0.75,0.05,0.43,4,0.72,Modern Rock
Never Let You Go - 2008 Remaster,Third Eye Blind,1999,0.16,0.76,0.74,0.08,0.94,0,0.36,0.1,0.8,0.07,0.52,4,0.98,Sweet Rock
Highly Evolved,The Vines,2002,0.06,0.42,0.61,0,0.99,0,0.36,0.3,0.84,0.34,0.6,4,0.36,Modern Rock
For You,Bruce Springsteen,1973,0.19,0.56,0.55,0.49,0.69,0,0.45,0.32,0.71,0.15,0.63,4,0.71,Old Rock
Woman,Wolfmother,2005,0.12,0.71,0.19,0,0.95,0.09,0.82,0.08,0.84,0.39,0.69,4,0.22,Modern Rock
Rip Her To Shreds - Remastered,Blondie,1976,0.13,0.48,0.58,0.05,0.76,0,0.82,0.21,0.74,0.05,0.56,4,0.87,Old Rock
Pink,Aerosmith,1997,0.16,0.74,0.44,0.01,0.75,0,0,0.12,0.8,0.08,0.79,4,0.78,Sweet Rock
Crazy Horses,The Osmonds,1972,0.1,0.52,0.52,0.22,0.98,0,0.18,0.34,0.81,0.12,0.55,4,0.74,Old Rock
Siberian Khatru - 2003 Remaster,Yes,1972,0.36,0.49,0.35,0.03,0.74,0.02,1,0.12,0.7,0.08,0.54,4,0.58,Old Rock
Ordinary World,Duran Duran,1993,0.23,0.87,0.48,0.01,0.65,0,0.09,0.13,0.65,0.06,0.64,4,0.41,Sweet Rock
"Burning Heart - From ""Rocky IV"" Soundtrack",Various Artists,1985,0.15,0.75,0.66,0.22,0.67,0,0.82,0.03,0.73,0.05,0.45,4,0.65,Sweet Rock
Short People,Randy Newman,1977,0.12,0.57,0.69,0.73,0.62,0.07,0.18,0.11,0.78,0.07,0.56,4,0.55,Old Rock
Prisoners In Paradise,Europe,1991,0.23,0.5,0.39,0.04,0.56,0,0,0.07,0.73,0.05,0.65,4,0.3,Sweet Rock
Sweet Sweet Love - Radio Edit,Russell Morris,1978,0.18,0.43,0.41,0.25,0.38,0,0.18,0.21,0.45,0.1,0.39,4,0.26,Old Rock
Run with the Pack - Single Edit; 2015 Remaster,Bad Company,2015,0.14,0.42,0.55,0.1,0.81,0,0.64,0.15,0.71,0.05,0.55,4,0.77,Modern Rock
Sister,The Nixons,1995,0.18,0.58,0.34,0,0.77,0,0.55,0.1,0.75,0.06,0.78,4,0.4,Sweet Rock
Meet On The Ledge - Live,Fairport Convention,2020,0.21,0.01,0.41,0.8,0.47,0.01,0.64,0.68,0.75,0.06,0.55,4,0.28,Modern Rock
The Loco-Motion - Remastered 2002,Grand Funk Railroad,1974,0.11,0.57,0.46,0.38,0.93,0,0,0.56,0.79,0.28,0.57,4,0.37,Old Rock
(Oh la la) Jag vill ha dej,Ulf Lundell,1995,0.19,0.58,0.63,0.02,0.69,0,0.36,0.42,0.69,0.11,0.63,4,0.91,Sweet Rock
Action,Streetheart,1978,0.19,0.39,0.57,0.01,0.84,0.01,0.09,0.1,0.77,0.07,0.53,4,0.36,Old Rock
Burn Down The Mission - Piano Demo,Elton John,2020,0.29,0.29,0.45,0.92,0.28,0.7,0,0.16,0.52,0.07,0.53,4,0.07,Modern Rock
Seven Wonders - 2017 Remaster,Fleetwood Mac,1987,0.15,0.82,0.72,0.03,0.62,0,0.36,0.09,0.67,0.06,0.55,4,0.64,Sweet Rock
You Got the Style,Athlete,2003,0.14,0.38,0.62,0.02,0.82,0,0.55,0.1,0.84,0.06,0.66,4,0.58,Modern Rock
Angry Eyes,Loggins & Messina,1971,0.31,0.6,0.57,0.03,0.63,0.11,0,0.09,0.65,0.06,0.73,4,0.85,Old Rock
Twisted Transistor,Korn,2005,0.12,0.8,0.59,0,0.98,0.01,0.45,0.07,0.85,0.12,0.51,4,0.42,Modern Rock
Sister Moonshine,Supertramp,1975,0.21,0.51,0.42,0.15,0.82,0.01,0.18,0.26,0.75,0.11,0.48,4,0.51,Old Rock
Pink Cadillac,Natalie Cole,1987,0.18,0.51,0.91,0.41,0.58,0,0.45,0.03,0.65,0.1,0.57,4,0.97,Sweet Rock
Sleeping My Day Away,D-A-D,1989,0.18,0.52,0.45,0.01,0.76,0,0.73,0.05,0.62,0.08,0.67,4,0.68,Sweet Rock
"Ain't That a Shame - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,1978,0.21,0.44,0.45,0,0.93,0.66,0.82,0.82,0.7,0.13,0.62,4,0.14,Old Rock
Move Your Feet,Junior Senior,2002,0.12,0.8,0.76,0.05,0.91,0.11,0.82,0.19,0.87,0.15,0.55,4,0.85,Modern Rock
Lay Your Hands On Me,Bon Jovi,2010,0.15,0.61,0.34,0.18,0.97,0,0.18,0.3,0.83,0.12,0.46,4,0.39,Modern Rock
Sheep Go To Heaven,Cake,1998,0.15,0.6,0.65,0.02,0.68,0,0.36,0.11,0.69,0.07,0.47,4,0.79,Sweet Rock
The Things That I Used To Do,Guitar Slim,1991,0.12,0.56,0.49,0.82,0.3,0,0.45,0.08,0.55,0.07,0.45,3,0.65,Sweet Rock
Dark Star,POLIÃ‡A,2011,0.2,0.39,0.77,0.04,0.75,0.51,1,0.08,0.75,0.06,0.5,4,0.72,Modern Rock
I'm Free,The Soup Dragons,2012,0.14,0.58,0.65,0.1,0.93,0,0.64,0.06,0.77,0.14,0.47,4,0.88,Modern Rock
Message of Love,Pretenders,1987,0.14,0.42,0.64,0.07,0.6,0.01,0.91,0.28,0.56,0.2,0.66,4,0.56,Sweet Rock
Anybody Seen My Baby? - Remastered,The Rolling Stones,1997,0.18,0.71,0.61,0,0.74,0,0.36,0.25,0.82,0.06,0.48,4,0.47,Sweet Rock
If This Is It,Huey Lewis & The News,1983,0.16,0.54,0.52,0.16,0.49,0,0.64,0.12,0.57,0.05,0.67,3,0.84,Sweet Rock
No One,Cold,2000,0.13,0.51,0.51,0.03,0.83,0,0.45,0.13,0.79,0.08,0.6,4,0.31,Sweet Rock
Prelude / Angry Young Man,Billy Joel,1976,0.21,0.57,0.47,0.32,0.69,0,0.64,0.35,0.65,0.09,0.42,4,0.71,Old Rock
Ain't Wastin' Time No More,Allman Brothers Band,1972,0.15,0.68,0.46,0.34,0.61,0.02,0.27,0.09,0.56,0.06,0.42,4,0.73,Old Rock
I'm Shipping Up To Boston,Dropkick Murphys,2005,0.1,0.83,0.46,0,0.93,0,0.18,0.22,0.85,0.14,0.59,4,0.61,Modern Rock
Overdose,AC/DC,1977,0.25,0.51,0.41,0.01,0.72,0.21,0.82,0.16,0.82,0.1,0.59,4,0.25,Old Rock
Fantasy,Aldo Nova,1982,0.2,0.63,0.52,0,0.88,0,0,0.13,0.75,0.13,0.6,4,0.37,Sweet Rock
Promise Everything,Basement,2017,0.1,0.55,0.3,0,0.96,0,0.36,0.26,0.77,0.2,0.35,4,0.36,Modern Rock
Sara,Starship,1985,0.2,0.7,0.65,0.35,0.81,0,0.91,0.11,0.78,0.06,0.46,4,0.37,Sweet Rock
Me and Julio Down by the Schoolyard - Demo - San Francisco 2/71,Paul Simon,1972,0.1,0.38,0.65,0.87,0.32,0,0.18,0.15,0.53,0.08,0.44,4,0.73,Old Rock
So Hard Done By,The Tragically Hip,1994,0.14,0.5,0.68,0.01,0.38,0.02,0,0.1,0.61,0.08,0.56,4,0.85,Sweet Rock
Breakdown,Tantric,2001,0.13,0.69,0.58,0.01,0.95,0,0.73,0.11,0.78,0.09,0.46,4,0.49,Sweet Rock
I Got Mine,The Black Keys,2008,0.16,0.61,0.26,0.03,0.83,0.51,0.82,0.16,0.76,0.07,0.72,4,0.48,Modern Rock
Since U Been Gone,Kelly Clarkson,2004,0.12,0.86,0.67,0,0.74,0.03,0,0.1,0.79,0.06,0.6,4,0.41,Modern Rock
Don't Mess with Doctor Dream,Thompson Twins,1985,0.18,0.35,0.75,0.02,0.81,0.03,0,0.06,0.73,0.07,0.51,4,0.85,Sweet Rock
Ung & kÃ¥t - Live,Ebba GrÃ¶n,1998,0.12,0.31,0.16,0,0.97,0.58,0.82,0.31,0.83,0.16,0.38,4,0.46,Sweet Rock
People Have the Power,Patti Smith,1988,0.21,0.63,0.63,0.04,0.74,0,0.18,0.31,0.68,0.05,0.6,4,0.75,Sweet Rock
I'll Have To Say I Love You In A Song,Jim Croce,1973,0.1,0.74,0.54,0.84,0.44,0.01,0.82,0.1,0.51,0.05,0.61,4,0.71,Old Rock
My Friend Of Misery,Metallica,1991,0.28,0.65,0.59,0,0.82,0.02,0.82,0.09,0.71,0.06,0.55,4,0.4,Sweet Rock
Do The Trick,Dr. Dog,2012,0.18,0.39,0.56,0.21,0.81,0,1,0.06,0.81,0.06,0.45,4,0.83,Modern Rock
When My Time Comes,Dawes,2009,0.21,0.68,0.33,0.73,0.5,0,0.82,0.1,0.69,0.08,0.53,4,0.38,Modern Rock
Wind Him Up,Saga,1982,0.24,0.38,0.5,0.18,0.57,0,0,0.54,0.5,0.07,0.6,4,0.39,Sweet Rock
Black and Blue,Brand New Sin,2005,0.13,0.2,0.24,0,0.9,0,0.09,0.41,0.78,0.12,0.66,4,0.54,Modern Rock
Til I Am Myself Again - Remastered 2012 version,Blue Rodeo,1990,0.16,0.55,0.58,0.03,0.91,0,0.64,0.41,0.83,0.07,0.59,4,0.85,Sweet Rock
"When The World Is Running Down, You Make The Best Of What's Still Around",The Police,1980,0.14,0.6,0.78,0.04,0.65,0,0.64,0.08,0.73,0.12,0.57,4,0.81,Old Rock
How Long,Ace,1974,0.14,0.73,0.73,0.59,0.4,0.1,0,0.08,0.54,0.06,0.57,4,0.71,Old Rock
Amazing,Alex Lloyd,2001,0.13,0.6,0.53,0,0.74,0,0.82,0.06,0.73,0.06,0.46,4,0.61,Sweet Rock
Back In The High Life Again,Steve Winwood,1986,0.23,0.7,0.61,0.29,0.5,0,0.18,0.12,0.52,0.07,0.77,4,0.65,Sweet Rock
Duck And Run,3 Doors Down,2000,0.15,0.5,0.53,0.01,0.92,0,0.36,0.12,0.79,0.08,0.4,4,0.86,Sweet Rock
Give It Up,KC & The Sunshine Band,2016,0.17,0.75,0.87,0.02,0.62,0,0.27,0.03,0.61,0.1,0.57,4,0.89,Modern Rock
Head Games,Foreigner,1979,0.14,0.65,0.69,0.01,0.69,0,0.09,0.05,0.77,0.05,0.49,4,0.63,Old Rock
Forever Young - Live,Tyketto,2017,0.27,0.37,0.23,0,0.92,0.01,0.82,0.97,0.8,0.16,0.51,4,0.22,Modern Rock
Snowblind - 2014 Remaster,Black Sabbath,1972,0.22,0.57,0.44,0,0.75,0.01,0.55,0.07,0.6,0.07,0.54,4,0.61,Old Rock
Buried Myself Alive,The Used,2002,0.16,0.67,0.26,0,0.92,0,0.64,0.76,0.8,0.29,0.78,4,0.39,Modern Rock
A Better Man,Thunder,2009,0.15,0.31,0.46,0.36,0.25,0,0.18,0.09,0.56,0.05,0.65,4,0.33,Modern Rock
Unchain My Heart,Joe Cocker,1987,0.21,0.76,0.76,0.02,0.67,0,0.82,0.31,0.57,0.08,0.54,4,0.7,Sweet Rock
Mahgeetah,My Morning Jacket,2016,0.24,0.36,0.25,0.11,0.84,0.09,0.45,0.71,0.77,0.11,0.54,4,0.42,Modern Rock
"That's What Friends Are For - (Instrumental Version - Flute) [In The Style Of Dionne Warwick,Gladys Knight,Elton John,Stevie Wonder]",The Versionarys,2010,0.17,0,0.44,0.54,0.51,0.7,0.27,0.11,0.64,0.06,0.55,4,0.25,Modern Rock
You're Lost Little Girl,The Doors,1967,0.12,0.62,0.52,0.63,0.38,0,0.36,0.11,0.65,0.05,0.51,4,0.39,Old Rock
Every Morning,Sugar Ray,1998,0.15,0.76,0.84,0.08,0.68,0,0.73,0.07,0.82,0.07,0.5,4,0.98,Sweet Rock
Just My Imagination (Running Away With Me) - Remastered,The Rolling Stones,1978,0.19,0.51,0.46,0.45,0.91,0.28,0.18,0.31,0.87,0.1,0.52,4,0.8,Old Rock
Meeting Across the River,Bruce Springsteen,1975,0.13,0.51,0.47,0.82,0.29,0,0.73,0.17,0.65,0.05,0.48,4,0.26,Old Rock
Time Bomb - Live,Old 97's,2005,0.19,0.12,0.25,0.1,0.95,0,0,0.78,0.79,0.28,0.6,4,0.34,Modern Rock
Beautiful Girls - 2015 Remaster,Van Halen,1979,0.16,0.68,0.29,0.05,0.87,0,0.09,0.3,0.78,0.22,0.94,4,0.5,Old Rock
The Wreck of the Edmund Fitzgerald,Gordon Lightfoot,1976,0.26,0.73,0.31,0.12,0.37,0,0.36,0.16,0.51,0.11,0.85,3,0.16,Old Rock
The Living Years,Mike & The Mechanics,1988,0.22,0.8,0.53,0.66,0.43,0,0.73,0.08,0.59,0.06,0.45,4,0.28,Sweet Rock
Reminiscing - Remastered,Little River Band,1978,0.17,0.77,0.55,0.66,0.46,0.01,0.64,0.12,0.62,0.05,0.43,4,0.34,Old Rock
Age of Reason,John Farnham,1988,0.21,0.48,0.65,0.02,0.7,0,1,0.29,0.6,0.06,0.55,4,0.79,Sweet Rock
Fins,Jimmy Buffett,1985,0.14,0.56,0.67,0.01,0.64,0,0.36,0.02,0.56,0.09,0.63,4,0.94,Sweet Rock
Lonely Nights,Bryan Adams,1981,0.15,0.4,0.51,0.01,0.63,0,0.36,0.12,0.65,0.05,0.61,4,0.55,Old Rock
Flyktsoda,Ebba GrÃ¶n,1987,0.16,0.26,0.44,0.12,0.81,0,0,0.07,0.62,0.07,0.69,4,0.64,Sweet Rock
Fall At Your Feet,Crowded House,1991,0.13,0.74,0.66,0.46,0.37,0.01,0,0.09,0.55,0.05,0.47,4,0.57,Sweet Rock
Angry Johnny,Poe,1995,0.17,0.48,0.55,0.67,0.49,0,0.55,0.13,0.63,0.07,0.81,4,0.62,Sweet Rock
Young Bucks,Dinosaur Feathers,2012,0.12,0.08,0.41,0.15,0.93,0,0.09,0.32,0.81,0.11,0.36,4,0.75,Modern Rock
Mother Nature's Son - Remastered 2009,The Beatles,1968,0.11,0.63,0.62,0.64,0.18,0.35,0.18,0.16,0.45,0.05,0.39,4,0.41,Old Rock
Snowbird,Anne Murray,1998,0.09,0.57,0.54,0.26,0.48,0,0.82,0.08,0.64,0.07,0.48,4,0.89,Sweet Rock
Richard III,Supergrass,1997,0.13,0.52,0.13,0,0.62,0.77,0.91,0.1,0.63,0.09,0.67,4,0.24,Sweet Rock
"Yeah, Whatever",Splender,1999,0.15,0.44,0.47,0,0.96,0,0,0.15,0.84,0.08,0.43,4,0.56,Sweet Rock
Just Between You And Me,April Wine,1981,0.16,0.57,0.52,0.41,0.31,0,0.64,0.14,0.51,0.04,0.38,4,0.38,Old Rock
Accidents Will Happen,Elvis Costello & The Attractions,1979,0.12,0.48,0.62,0.05,0.65,0.02,0.82,0.35,0.69,0.05,0.55,4,0.7,Old Rock
Hey Leonardo (She Likes Me for Me),Blessid Union Of Souls,1999,0.14,0.63,0.62,0.04,0.87,0,0.09,0.09,0.86,0.07,0.47,4,0.71,Sweet Rock
Carouselambra - Remaster,Led Zeppelin,1979,0.43,0.43,0.35,0.01,0.88,0.31,0.18,0.04,0.7,0.06,0.51,4,0.62,Old Rock
Runaway,The Corrs,1995,0.18,0.75,0.43,0.64,0.6,0,0.45,0.33,0.73,0.05,0.7,3,0.53,Sweet Rock
I Drink Alone,George Thorogood & The Destroyers,1985,0.19,0.64,0.35,0.01,0.8,0,0.82,0.09,0.61,0.07,0.44,4,0.61,Sweet Rock
Live Wire,AC/DC,1976,0.24,0.69,0.59,0.01,0.84,0.01,0.64,0.07,0.79,0.09,0.61,4,0.08,Old Rock
Ready to Start,Arcade Fire,2010,0.17,0.75,0.29,0.12,0.93,0.03,0.82,0.06,0.81,0.07,0.87,4,0.54,Modern Rock
Blacken My Thumb,The Datsuns,2004,0.11,0.27,0.26,0,0.96,0,0.64,0.34,0.88,0.18,0.8,4,0.29,Modern Rock
I Love My Leather Jacket,The Chills,1986,0.12,0.35,0.52,0.6,0.8,0.72,0.82,0.25,0.72,0.06,0.62,4,0.85,Sweet Rock
Portrait (He Knew),Kansas,1977,0.19,0.46,0.47,0.03,0.75,0,0,0.06,0.76,0.08,0.61,3,0.86,Old Rock
Cendrillon - RemasterisÃ© en 2015,TÃ©lÃ©phone,1982,0.16,0.63,0.44,0.35,0.72,0.04,0.82,0.11,0.77,0.06,0.68,4,0.26,Sweet Rock
The E Street Shuffle,Bruce Springsteen,1973,0.18,0.44,0.48,0.09,0.94,0,0,0.29,0.71,0.21,0.6,4,0.84,Old Rock
Boulevard,Jackson Browne,1980,0.13,0.48,0.55,0.34,0.86,0,0.82,0.07,0.74,0.11,0.65,4,0.83,Old Rock
Superstar/ Rainy Days & Mondays/Goodbye To Love - Live 1974,Carpenters,2020,0.31,0.33,0.22,0.04,0.64,0,0.45,0.97,0.69,0.08,0.39,4,0.35,Modern Rock
Royal Oil,The Mighty Mighty Bosstones,1997,0.1,0.48,0.74,0.28,0.67,0,0.82,0.34,0.73,0.08,0.61,4,0.98,Sweet Rock
One Step Ahead,Split Enz,1981,0.11,0.32,0.69,0.36,0.34,0,0.82,0.1,0.53,0.06,0.46,4,0.7,Old Rock
Cigarettes Will Kill You,Ben Lee,1998,0.15,0.39,0.71,0.04,0.62,0,0.73,0.05,0.73,0.05,0.53,4,0.51,Sweet Rock
Shine,Starseed,2020,0.14,0,0.54,0.02,0.78,0,0.82,0.12,0.74,0.08,0.71,4,0.73,Modern Rock
Big Sur,The Thrills,2003,0.12,0.54,0.56,0.07,0.86,0,0.82,0.35,0.82,0.06,0.6,4,0.84,Modern Rock
Life,Our Lady Peace,2000,0.18,0.43,0.42,0.02,0.81,0,0.09,0.15,0.79,0.13,0.8,4,0.53,Sweet Rock
I Don't Want to Be - Stripped Version,Gavin DeGraw,2004,0.16,0.69,0.55,0.14,0.58,0,0.73,0.13,0.73,0.07,0.67,4,0.54,Modern Rock
Stealin',Uriah Heep,1973,0.19,0.55,0.33,0,0.48,0.01,0.64,0.13,0.6,0.07,0.54,4,0.07,Old Rock
Ghostbusters,Various Artists,1984,0.16,0.01,0.8,0.02,0.59,0.02,0.55,0.34,0.54,0.06,0.53,4,0.81,Sweet Rock
Let Us Hear Your Voice,Pennywise,2012,0.15,0.57,0.51,0,0.99,0.21,0.09,0.08,0.84,0.18,0.56,4,0.58,Modern Rock
Spin the Black Circle - Remastered,Pearl Jam,1994,0.11,0.58,0.24,0,0.99,0.06,0.18,0.4,0.81,0.17,1,4,0.14,Sweet Rock
Heaven Is in the Back Seat of My Cadillac,Hot Chocolate,1976,0.21,0.4,0.87,0.46,0.62,0,0.18,0.16,0.75,0.07,0.51,4,0.85,Old Rock
Sk8er Boi,Avril Lavigne,2002,0.14,0.9,0.49,0,0.9,0,0,0.35,0.82,0.09,0.69,4,0.49,Modern Rock
Does Anybody Really Know What Time It Is?,Chicago,1975,0.13,0.61,0.57,0.65,0.45,0,0,0.08,0.61,0.07,0.54,4,0.7,Old Rock
Suzie Sunshine,Buffalo,1972,0.11,0.12,0.44,0.01,0.87,0,0.64,0.64,0.74,0.13,0.6,4,0.54,Old Rock
